Code Article,Libelle Article,Code Descriptif Commercial,Libelle Descriptif Commecial,Ordre,Code Taches,Libelle Tache
RpOA,Elaboration du rapport d'étude°,D00683,Mode de terrassement et mesures constructives vis à vis de la nappe,4,TD00683,Mode de terrassement
RpV,Elaboration du rapport d'étude^,D00683,Mode de terrassement et mesures constructives vis à vis de la nappe,12,TD00683,Mode de terrassement
RpB,Elaboration du rapport d'étude,D00683,Mode de terrassement et mesures constructives vis à vis de la nappe,8,TD00683,Mode de terrassement
RpOA,Elaboration du rapport d'étude°,D00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR,6,TD00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR
RpV,Elaboration du rapport d'étude^,D00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR,5,TD00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR
RpB,Elaboration du rapport d'étude,D00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR,9,TD00684,Etude de choix des matériaux de remblai et condition de réutilisation des déblais selon GMTR
RpOA,Elaboration du rapport d'étude°,D00685,Analyse de la stabilité des ouvrages de soutènement,9,TD00685,Analyse de la stabilité des ouvrages de soutènement
RpV,Elaboration du rapport d'étude^,D00685,Analyse de la stabilité des ouvrages de soutènement,13,TD00685,Analyse de la stabilité des ouvrages de soutènement
RpB,Elaboration du rapport d'étude,D00685,Analyse de la stabilité des ouvrages de soutènement,11,TD00685,Analyse de la stabilité des ouvrages de soutènement
RpB,Elaboration du rapport d'étude,D00686,Solutions de confortement et de renforcement des sols en cas de besoin,10,TD00686,Solutions de confortement et de renforcement des sols en cas de besoin
RpOA,Elaboration du rapport d'étude°,D00686,Solutions de confortement et de renforcement des sols en cas de besoin,10,TD00686,Solutions de confortement et de renforcement des sols en cas de besoin
RpV,Elaboration du rapport d'étude^,D00686,Solutions de confortement et de renforcement des sols en cas de besoin,14,TD00686,Solutions de confortement et de renforcement des sols en cas de besoin
RpV,Elaboration du rapport d'étude^,D00687,Niveau de la nappe et précautions de protection des ouvrages vis-à-vis de l’eau,10,TD00687,Niveau de la nappe et précautions de protection des ouvrages contre venues des eaux
RpB,Elaboration du rapport d'étude,D00687,Niveau de la nappe et précautions de protection des ouvrages vis-à-vis de l’eau,5,TD00687,Niveau de la nappe et précautions de protection des ouvrages contre venues des eaux
RpOA,Elaboration du rapport d'étude°,D00687,Niveau de la nappe et précautions de protection des ouvrages vis-à-vis de l’eau,11,TD00687,Niveau de la nappe et précautions de protection des ouvrages contre venues des eaux
RpOA,Elaboration du rapport d'étude°,D00688,Calcul de la portance du sol d’assise,12,TD00688,Calcul de la portance du sol d’assise
RpB,Elaboration du rapport d'étude,D00688,Calcul de la portance du sol d’assise,13,TD00688,Calcul de la portance du sol d’assise
AgGrBV,Agrément gravette à béton-V,D00758A,Prélevements des échantillons de gravettes à béton ,1,TD00758A-2,R.E.R. agrément des gravettes à béton 
AgGrB,Agrément gravette à béton ,D00758A,Prélevements des échantillons de gravettes à béton ,1,TD00758A-2,R.E.R. agrément des gravettes à béton 
AgGrBV,Agrément gravette à béton-V,D00758A,Prélevements des échantillons de gravettes à béton ,1,TD00758A-1,P.E.R. agrément des gravettes à béton 
AgGrB,Agrément gravette à béton ,D00758A,Prélevements des échantillons de gravettes à béton ,1,TD00758A-1,P.E.R. agrément des gravettes à béton 
AgGrBV,Agrément gravette à béton-V,D00759A,Rapport d'agrément des gravettes à béton ,7,TD00759A,Rapport d'agrément des gravettes à béton
AgGrB,Agrément gravette à béton ,D00759A,Rapport d'agrément des gravettes à béton ,7,TD00759A,Rapport d'agrément des gravettes à béton
EFS,Etude spéciale de formulation de béton,D00762,Prélevement des agrégats pour FB spéciale,1,TD00762-1,P.E.R. pour FB spéciale
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",3,T00057,Oxyde de sodium équivalent Adj
EFS,Etude spéciale de formulation de béton,D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",8,T00057,Oxyde de sodium équivalent Adj
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",3,T00054,PH Adj
EFS,Etude spéciale de formulation de béton,D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",8,T00054,PH Adj
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",3,T00056,Teneur en chlorore Adj
EFS,Etude spéciale de formulation de béton,D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",8,T00056,Teneur en chlorore Adj
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",3,T00055,Extrait sec Adj
EFS,Etude spéciale de formulation de béton,D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",8,T00055,Extrait sec Adj
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",3,T00053,Densité Adj
EFS,Etude spéciale de formulation de béton,D00768,"Essais sur adjuvant (Densité,PH,Extrait sec,Teneur en chlorure, Oxyde de sodium équivalent)",8,T00053,Densité Adj
EFS,Etude spéciale de formulation de béton,D00765,"Essais sur ciment (Caractéristiques physiques, Analyses chimiques, Détermination des constituants)",9,T00058,Caractéristiques physiques Ciment
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00765,"Essais sur ciment (Caractéristiques physiques, Analyses chimiques, Détermination des constituants)",4,T00058,Caractéristiques physiques Ciment
EFS,Etude spéciale de formulation de béton,D00765,"Essais sur ciment (Caractéristiques physiques, Analyses chimiques, Détermination des constituants)",9,T00060,Détermination des constituants du Ciment
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00765,"Essais sur ciment (Caractéristiques physiques, Analyses chimiques, Détermination des constituants)",4,T00060,Détermination des constituants du Ciment
EFS,Etude spéciale de formulation de béton,D00765,"Essais sur ciment (Caractéristiques physiques, Analyses chimiques, Détermination des constituants)",9,TD00289,Essais chimiques sur ciment
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00765,"Essais sur ciment (Caractéristiques physiques, Analyses chimiques, Détermination des constituants)",4,TD00289,Essais chimiques sur ciment
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,TD00007,"Odeur, Couleur, Détergents, "
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,TD00007,"Odeur, Couleur, Détergents, "
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,T00061,huile graisse détergent
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,T00061,huile graisse détergent
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,T00039,Sulfates £
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,T00039,Sulfates £
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,TD00003,PH de l'eau
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,TD00003,PH de l'eau
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,TD00005,Chlorures
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,TD00005,Chlorures
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,TD00006,Matières en suspension
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,TD00006,Matières en suspension
EFS,Etude spéciale de formulation de béton,D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",10,TD00012,Amonium
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D00766,"Essais sur eau (huile graisse détergent,couleur, odeur, PH,matiére en suspension,chlorure, sulfate, amonium)",5,TD00012,Amonium
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00076,Alcali-réaction
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00068,Porosité à l'eau
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00075,Absorption d'eau
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00074,Gel
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00073,Lixivation à PH constant
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00072,Carbonatation
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00071,Migrabilité des ions chlorure
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00070,Perméabilité à gaz
EFS,Etude spéciale de formulation de béton,D00767,"Essais de durabilité sur béton (Porosité à l'eau,Perméabilité à l'eau,Perméabilité à gaz,Migrabilité des ions chlorure,Carbonatation,Lixivation à PH constant,Gel,Absorption d'eau,Alcali-réaction)",11,T00069,Perméabilité à l'eau
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D01769,Prélevement des matériaux pour F.B.spéciale,1,TD00769-2,R.E.R. pour FB
IdMFB,Identification des matériaux pour l'étude de formulation de béton (vérification),D01769,Prélevement des matériaux pour F.B.spéciale,1,TD00769-1,P.E.R. matériaux pour F.B.spéciale
